dc_archives_8170_box_1_1985_1_4_38,dc_archives_8170_box_1_38.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","d.c. space, Washington, DC, United States",38.8949,-77.0219,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-38,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_40,dc_archives_8170_box_1_40.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","New Carrollton, Maryland, United States",38.9473,-76.8722,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-40,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_41,dc_archives_8170_box_1_41.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC, United States",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-41,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_42,dc_archives_8170_box_1_42.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC, United States",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-42,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_mss_box92_oversize_k107_b_7_63,dc_archives_8170_box_1_63.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder mss_box92_oversize_k107_b_7.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington International School (3100 Macomb St NW), Washington, DC, United States",38.9307,-77.061,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-63,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1986_1_5_79,dc_archives_8170_box_1_79.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1986_1_5.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC, United States",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-79,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_music_event_flyers_1_1_004,lapunk_box8074_4.jpg,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_1.",punk rock music; concert flyers; live music; Los Angeles; ephemera,"Sun Valley, California, United States",34.2264,-118.3706,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-4,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_014,lapunk_box8074_14.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; ephemera,"Los Angeles, California34.0522",,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-14,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_031,lapunk_box8074_31.jpg,Political/Social Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; ephemera,"Marine Park (14th St & Marine St), Santa Monica, California, United States",34.0175,-118.4729,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-31,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_034,lapunk_box8074_34.jpg,Political/Social Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; ephemera,"Los Angeles, California34.0522",,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-34,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_046,lapunk_box8074_46.jpg,Bovine Gazette Issue,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; ephemera,"Los Angeles, California34.0522",,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-46,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_9,lapunk_box8074_57.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Los Angeles, California34.0522",,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-57,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_10,lapunk_box8074_58.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Los Angeles, California34.0522",,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-58,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_11,lapunk_box8074_59.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Los Angeles, California34.0522",,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-59,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_12,lapunk_box8074_60.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Asheville, North Carolina",35.5951,-82.5515,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-60,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_13,lapunk_box8074_61.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Los Angeles Times Headquarters, Los Angeles, California, United States",34.0526,-118.2455,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-61,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_14,lapunk_box8074_62.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Yellow Thunder Camp, Black Hills, South Dakota, United States",44.0706,-103.231,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-62,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_15,lapunk_box8074_63.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Open Road, Vancouver, British Columbia, Canada",49.2827,-123.1207,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-63,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_16,lapunk_box8074_64.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Open Road, Vancouver, British Columbia, Canada",49.2827,-123.1207,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-64,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_17,lapunk_box8074_65.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Washington, DC, United States",38.9072,-77.0369,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-65,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_18,lapunk_box8074_66.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Liverpool, England, United Kingdom",53.4084,-2.9916,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-66,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_20,lapunk_box8074_68.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"San Clemente, California, United States",33.4269,-117.612,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-68,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049_27,lapunk_box8074_75.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; ephemera,"Washington, DC, United States",38.9072,-77.0369,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-75,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_10,keith_busch_ne_ohio_8152_box3_15.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-15,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_11,keith_busch_ne_ohio_8152_box3_16.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-16,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_14,keith_busch_ne_ohio_8152_box3_19.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-19,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_15,keith_busch_ne_ohio_8152_box3_20.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-20,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_16,keith_busch_ne_ohio_8152_box3_21.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-21,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_17,keith_busch_ne_ohio_8152_box3_22.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-22,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_18,keith_busch_ne_ohio_8152_box3_23.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-23,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_19,keith_busch_ne_ohio_8152_box3_25.jpg,"Original mockups, collages, and zine maquettes (pt. 1)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_collages_and_zine_maquettes_pt_1_ca_1980s_3_2.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-25,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_20,keith_busch_ne_ohio_8152_box3_26.jpg,"Original mockups, collages, and zine maquettes (pt. 2)","Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,ca. 1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder original_mockups_colleges_and_zine_maquettes_pt_2_ca_1980s_3_3.",punk culture; punk zines; collage art; mockups; DIY publishing; graphic design,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-26,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
keith_busch_northeast_ohio_punk_8152_33,keith_busch_ne_ohio_8152_box3_43.jpg,Xerox zines,"Busch, Keith",Courtesy of Cornell University Library. Educational use permitted.,1980s,"Item from the Keith Busch Northeast Ohio Punk Collection (#8152), located in 8152_box_3, folder xerox_zines_1980s_3_8.",punk culture; punk zines; xerox zines; underground press; DIY publishing,"Akron, Ohio, United States",41.0814,-81.519,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8152-3-43,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
texas_gretchen_phillips_papers_7839_box_7_political_events_posters_1984_1996_7_49_9,texas_gretchen_phillips_7839_box_7_8.jpg,Political Events Posters 1984 1996 7 49,"Phillips, Gretchen","Gretchen Phillips Papers, Archives 7839. Cornell University Library.",,"Item from Gretchen Phillips Papers (Archives 7839), box 7, folder political_events_posters_1984_1996_7_49. Division of Rare and Manuscript Collections, Cornell University Library.",punk music; feminist music; Austin music scene,"Washington, DC, United States",38.9072,-77.0369,"Gretchen Phillips Papers, Archives 7839. Cornell University Library.",Color,image/jpg,Image;StillImage,7839-7-8,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
